NUMBER, LAP_NUMBER,LAP_TIME, S1, S2, S3, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,TEAM,POWER,LOCATION,EVENT
22,5,89,31.829,33.453,28.589,129.5,526.6,1726.7,31.8,33.5,28.6,OROWL,N ,235,Location 3,Free Practice 1
22,6,111,32.051,33.383,28.472,129.4,620.6,1820.6,32.1,33.4,28.5,OROWL,N ,235,Location 3,Free Practice 1
22,7,73,32.127,33.386,28.466,129.3,714.5,1914.5,32.1,33.4,28.5,OROWL,N ,235,Location 3,Free Practice 1
22,8,106,32.11,33.363,28.31,129.6,808.3,2008.3,32.1,33.4,28.3,OROWL,N ,235,Location 3,Free Practice 1
22,9,80,32.096,33.446,28.268,129.6,902.1,2102.1,32.1,33.4,28.3,OROWL,N ,250,Location 3,Free Practice 1
22,10,108,36.849,39.783,31.674,112.2,1010.4,2210.4,36.8,39.8,31.7,OROWL,N ,250,Location 3,Free Practice 1
22,11,88,30.555,32.139,28.198,133.7,1101.3,2301.3,30.6,32.1,28.2,OROWL,N ,250,Location 3,Free Practice 1
22,12,73,35.088,35.558,29.669,121.2,1201.6,2401.6,35.1,35.6,29.7,OROWL,N ,235,Location 3,Free Practice 1
22,13,93,30.662,32.67,32.047,127.4,1297,2497,30.7,32.7,32,OROWL,N ,235,Location 3,Free Practice 1
22,14,121,227,35.511,30.027,41.6,1589.5,2789.5,227,35.5,30,OROWL,N ,235,Location 3,Free Practice 1
22,15,99,33.8,34.444,28.379,125.8,1686.1,2886.1,33.8,34.4,28.4,OROWL,N ,235,Location 3,Free Practice 1
22,16,140,29.64,31.639,26.719,138.1,1774.1,2974.1,29.6,31.6,26.7,OROWL,N ,235,Location 3,Free Practice 1
22,17,71,32.247,39.959,38.742,109.5,1885.1,3085.1,32.2,40,38.7,OROWL,N ,235,Location 3,Free Practice 1
22,18,121,302.8,35.703,31.468,32.8,2255.1,3455.1,302.8,35.7,31.5,OROWL,N ,235,Location 3,Free Practice 1
22,19,103,29.565,31.332,26.563,139,2342.5,3542.5,29.6,31.3,26.6,OROWL,N ,235,Location 3,Free Practice 1
22,20,108,34.004,38.055,29.815,119.3,2444.4,44.4,34,38.1,29.8,OROWL,N ,235,Location 3,Free Practice 1
22,21,99,34.474,37.298,29.706,119.8,2545.9,145.9,34.5,37.3,29.7,OROWL,N ,235,Location 3,Free Practice 1
22,22,85,30.555,32.428,27.415,134.4,2636.3,236.3,30.6,32.4,27.4,OROWL,N ,235,Location 3,Free Practice 1
22,23,101,34.235,33.639,27.613,127.3,2731.8,331.8,34.2,33.6,27.6,OROWL,N ,235,Location 3,Free Practice 1
23,1,74,60.3,37.412,29.318,95.7,127,1327,60.3,37.4,29.3,SBU,Nt,235,Location 3,Free Practice 1
23,2,74,31.894,34.421,59.9,96.3,253.2,1453.2,31.9,34.4,59.9,SBU,Nt,235,Location 3,Free Practice 1
23,3,93,31.04,32.543,27.919,132.8,344.7,1544.7,31,32.5,27.9,SBU,Nt,235,Location 3,Free Practice 1
23,4,103,30.956,33.978,30.246,127.7,439.9,1639.9,31,34,30.2,SBU,Nt,250,Location 3,Free Practice 1
23,5,85,31.941,33.395,28.18,130,533.4,1733.4,31.9,33.4,28.2,SBU,Nt,235,Location 3,Free Practice 1
23,6,93,32.001,33.324,28.235,129.9,627,1827,32,33.3,28.2,SBU,Nt,250,Location 3,Free Practice 1
23,7,99,32.038,33.359,28.17,129.9,720.6,1920.6,32,33.4,28.2,SBU,Nt,250,Location 3,Free Practice 1
23,8,68,31.949,33.323,28.237,130,814.1,2014.1,31.9,33.3,28.2,SBU,Nt,250,Location 3,Free Practice 1
23,9,70,32.048,36.448,31.792,121.2,914.4,2114.4,32,36.4,31.8,SBU,Nt,235,Location 3,Free Practice 1
23,10,74,30.689,32.579,27.979,133.2,1005.6,2205.6,30.7,32.6,28,SBU,Nt,235,Location 3,Free Practice 1
23,11,106,30.784,32.496,27.99,133.2,1096.9,2296.9,30.8,32.5,28,SBU,Nt,235,Location 3,Free Practice 1
23,12,78,32.918,34.927,35.504,117.6,1200.2,2400.2,32.9,34.9,35.5,SBU,Nt,235,Location 3,Free Practice 1
23,13,93,271.8,37.718,31.781,35.6,1541.5,2741.5,271.8,37.7,31.8,SBU,Nt,235,Location 3,Free Practice 1
23,14,95,36.627,38.032,36.927,108.9,1653.1,2853.1,36.6,38,36.9,SBU,Nt,235,Location 3,Free Practice 1
23,15,154,30.097,31.703,26.608,137.5,1741.5,2941.5,30.1,31.7,26.6,SBU,Nt,235,Location 3,Free Practice 1
23,16,79,33.495,35.083,34.471,117.9,1844.6,3044.6,33.5,35.1,34.5,SBU,Nt,235,Location 3,Free Practice 1
23,17,124,268.5,41.613,29.861,35.7,2184.6,3384.6,268.5,41.6,29.9,SBU,Nt,235,Location 3,Free Practice 1
23,18,90,29.618,31.449,26.507,138.8,2272.2,3472.2,29.6,31.4,26.5,SBU,Nt,235,Location 3,Free Practice 1
23,19,73,36.878,39.264,33.873,110.5,2382.2,3582.2,36.9,39.3,33.9,SBU,Nt,235,Location 3,Free Practice 1
23,20,99,30.622,32.288,27.224,134.8,2472.3,72.3,30.6,32.3,27.2,SBU,Nt,235,Location 3,Free Practice 1
23,21,93,45.79,45.984,35.652,95.4,2599.8,199.8,45.8,46,35.7,SBU,Nt,235,Location 3,Free Practice 1
23,22,199,30.581,32.08,27.119,135.4,2689.5,289.5,30.6,32.1,27.1,SBU,Nt,235,Location 3,Free Practice 1
23,23,146,37.029,40.684,34.39,108.4,2801.6,401.6,37,40.7,34.4,SBU,Nt,235,Location 3,Free Practice 1
25,1,109,56.892,35.716,29.263,99.7,121.9,1321.9,56.9,35.7,29.3,JVER,DS,235,Location 3,Free Practice 1
25,2,93,32.757,33.929,56.592,98.6,245.1,1445.1,32.8,33.9,56.6,JVER,DS,235,Location 3,Free Practice 1
25,3,97,36.233,33.953,28.06,123.7,343.4,1543.4,36.2,34,28.1,JVER,DS,235,Location 3,Free Practice 1
25,4,89,31.872,32.984,28.494,130.2,436.7,1636.7,31.9,33,28.5,JVER,DS,235,Location 3,Free Practice 1
25,5,84,32.492,33.358,28.469,128.9,531.1,1731.1,32.5,33.4,28.5,JVER,DS,250,Location 3,Free Practice 1
25,6,99,32.026,33.358,28.349,129.7,624.8,1824.8,32,33.4,28.3,JVER,DS,250,Location 3,Free Practice 1
25,7,72,37.332,43.084,33.786,106.4,739,1939,37.3,43.1,33.8,JVER,DS,250,Location 3,Free Practice 1
25,8,92,30.755,32.458,27.596,133.8,829.8,2029.8,30.8,32.5,27.6,JVER,DS,235,Location 3,Free Practice 1
25,9,85,47.174,48.817,30.636,96,956.4,2156.4,47.2,48.8,30.6,JVER,DS,235,Location 3,Free Practice 1
25,10,89,30.804,32.272,32.779,126.8,1052.3,2252.3,30.8,32.3,32.8,JVER,DS,235,Location 3,Free Practice 1
25,11,70,578.6,36.614,30.65,18.8,1698.2,2898.2,578.6,36.6,30.6,JVER,DS,235,Location 3,Free Practice 1
25,12,81,30.572,32.161,27.29,135,1788.2,2988.2,30.6,32.2,27.3,JVER,DS,235,Location 3,Free Practice 1
25,13,84,39.27,38.921,28.895,113.5,1895.3,3095.3,39.3,38.9,28.9,JVER,DS,235,Location 3,Free Practice 1
25,14,87,29.9,31.711,27.398,136.5,1984.3,3184.3,29.9,31.7,27.4,JVER,DS,235,Location 3,Free Practice 1
25,15,102,39.008,39.452,33.051,109,2095.8,3295.8,39,39.5,33.1,JVER,DS,235,Location 3,Free Practice 1
25,16,108,30.621,32.295,32.477,127.4,2191.2,3391.2,30.6,32.3,32.5,JVER,DS,235,Location 3,Free Practice 1
25,17,96,333.1,34.173,29.286,30.6,2587.8,187.8,333.1,34.2,29.3,JVER,DS,235,Location 3,Free Practice 1
25,18,81,29.562,31.269,26.644,138.9,2675.2,275.2,29.6,31.3,26.6,JVER,DS,235,Location 3,Free Practice 1
25,19,124,33.531,33.681,29.508,125.7,2771.9,371.9,33.5,33.7,29.5,JVER,DS,235,Location 3,Free Practice 1
27,1,162,65.6,36.277,29.837,92.3,131.7,1331.7,65.6,36.3,29.8,J,BMWE,235,Location 3,Free Practice 1
27,2,70,32.216,34.759,58.391,96.9,257.1,1457.1,32.2,34.8,58.4,J,BMWE,235,Location 3,Free Practice 1
27,3,96,31.871,33.401,29.551,128.2,351.9,1551.9,31.9,33.4,29.6,J,BMWE,235,Location 3,Free Practice 1
27,4,87,30.796,32.673,27.52,133.6,442.9,1642.9,30.8,32.7,27.5,J,BMWE,235,Location 3,Free Practice 1
27,5,73,30.657,33.031,31.116,128.2,537.7,1737.7,30.7,33,31.1,J,BMWE,235,Location 3,Free Practice 1
27,6,90,33.218,37.464,35.378,114.6,643.8,1843.8,33.2,37.5,35.4,J,BMWE,250,Location 3,Free Practice 1
27,7,115,30.71,32.724,27.75,133.3,734.9,1934.9,30.7,32.7,27.8,J,BMWE,235,Location 3,Free Practice 1
27,8,120,39.235,34.851,29.803,117,838.8,2038.8,39.2,34.9,29.8,J,BMWE,235,Location 3,Free Practice 1
27,9,86,30.561,32.433,27.566,134.2,929.4,2129.4,30.6,32.4,27.6,J,BMWE,250,Location 3,Free Practice 1
27,10,101,30.703,33.601,34.046,123.6,1027.7,2227.7,30.7,33.6,34,J,BMWE,250,Location 3,Free Practice 1
27,11,71,382,34.563,29.354,27.3,1473.6,2673.6,382,34.6,29.4,J,BMWE,250,Location 3,Free Practice 1
27,12,184,32.323,33.429,28.213,129.3,1567.6,2767.6,32.3,33.4,28.2,J,BMWE,235,Location 3,Free Practice 1
27,13,75,30.609,32.289,27.745,134.1,1658.2,2858.2,30.6,32.3,27.7,J,BMWE,235,Location 3,Free Practice 1
27,14,93,34.892,34.378,28.974,123.7,1756.5,2956.5,34.9,34.4,29,J,BMWE,235,Location 3,Free Practice 1
27,15,74,29.956,32.063,27.019,136.5,1845.5,3045.5,30,32.1,27,J,BMWE,235,Location 3,Free Practice 1
27,16,71,33.242,37.86,30.605,119.5,1947.2,3147.2,33.2,37.9,30.6,J,BMWE,235,Location 3,Free Practice 1
27,17,83,30.602,32.542,34.024,125.1,2044.4,3244.4,30.6,32.5,34,J,BMWE,235,Location 3,Free Practice 1
27,18,81,402.4,34.085,32.864,25.9,2513.7,113.7,402.4,34.1,32.9,J,BMWE,235,Location 3,Free Practice 1
27,19,92,29.793,31.434,26.582,138.4,2601.5,201.5,29.8,31.4,26.6,J,BMWE,235,Location 3,Free Practice 1
27,20,88,33.175,36.232,31.16,120.9,2702.1,302.1,33.2,36.2,31.2,J,BMWE,235,Location 3,Free Practice 1
28,1,108,132.1,35.838,33.376,60.4,201.3,1401.3,132.1,35.8,33.4,MNT,BMWl,235,Location 3,Free Practice 1
28,2,22,66.5,33.274,28.443,94.8,329.5,1529.5,66.5,33.3,28.4,MNT,BMWl,235,Location 3,Free Practice 1
28,3,86,31.145,32.671,29.151,130.7,422.5,1622.5,31.1,32.7,29.2,MNT,BMWl,235,Location 3,Free Practice 1
28,4,160,30.682,32.385,27.327,134.5,512.8,1712.8,30.7,32.4,27.3,MNT,BMWl,235,Location 3,Free Practice 1
28,5,146,30.79,32.575,27.713,133.4,603.9,1803.9,30.8,32.6,27.7,MNT,BMWl,250,Location 3,Free Practice 1
28,6,127,31.58,34.675,33.552,121.8,703.7,1903.7,31.6,34.7,33.6,MNT,BMWl,250,Location 3,Free Practice 1
28,7,114,191.5,33.467,28.457,48,957.2,2157.2,191.5,33.5,28.5,MNT,BMWl,235,Location 3,Free Practice 1
28,8,101,31.394,33.032,28.08,131.4,1049.7,2249.7,31.4,33,28.1,MNT,BMWl,235,Location 3,Free Practice 1
28,9,85,31.712,32.859,27.805,131.6,1142.1,2342.1,31.7,32.9,27.8,MNT,BMWl,250,Location 3,Free Practice 1
28,10,99,31.229,33.616,33.716,123.3,1240.6,2440.6,31.2,33.6,33.7,MNT,BMWl,250,Location 3,Free Practice 1
28,11,84,30.392,32.294,27.439,134.9,1330.8,2530.8,30.4,32.3,27.4,MNT,BMWl,250,Location 3,Free Practice 1
28,12,102,32.252,39.152,30.374,119.4,1432.5,2632.5,32.3,39.2,30.4,MNT,BMWl,235,Location 3,Free Practice 1
28,13,140,30.575,32.45,32.039,127.8,1527.6,2727.6,30.6,32.5,32,MNT,BMWl,235,Location 3,Free Practice 1
28,14,118,315.5,36.016,30.824,31.8,1909.9,3109.9,315.5,36,30.8,MNT,BMWl,235,Location 3,Free Practice 1
28,15,72,29.795,31.448,26.894,137.9,1998.1,3198.1,29.8,31.4,26.9,MNT,BMWl,235,Location 3,Free Practice 1
28,16,91,29.823,32.563,32.056,128.7,2092.5,3292.5,29.8,32.6,32.1,MNT,BMWl,235,Location 3,Free Practice 1
28,17,93,389.9,36.133,31.758,26.6,2550.3,150.3,389.9,36.1,31.8,MNT,BMWl,235,Location 3,Free Practice 1
28,18,73,29.379,31.304,26.742,139,2637.7,237.7,29.4,31.3,26.7,MNT,BMWl,235,Location 3,Free Practice 1
28,19,77,29.949,33.051,27.604,134.1,2728.3,328.3,29.9,33.1,27.6,MNT,BMWl,235,Location 3,Free Practice 1
29,1,113,135.2,37.981,36.896,57.9,210.1,1410.1,135.2,38,36.9,AS,MAHINDRAd,235,Location 3,Free Practice 1
29,2,166,60.7,34.254,28.39,98.5,333.5,1533.5,60.7,34.3,28.4,AS,MAHINDRAd,235,Location 3,Free Practice 1
29,3,92,31.894,33.335,28.143,130.2,426.9,1626.8,31.9,33.3,28.1,AS,MAHINDRAd,235,Location 3,Free Practice 1
29,4,120,31.525,33.28,27.984,131,519.6,1719.6,31.5,33.3,28,AS,MAHINDRAd,235,Location 3,Free Practice 1
29,5,101,31.425,33.131,28.543,130.5,612.7,1812.7,31.4,33.1,28.5,AS,MAHINDRAd,235,Location 3,Free Practice 1
29,6,94,31.649,33.449,27.966,130.6,705.8,1905.8,31.6,33.4,28,AS,MAHINDRAd,235,Location 3,Free Practice 1
29,7,96,31.524,33.411,27.935,130.9,798.7,1998.7,31.5,33.4,27.9,AS,MAHINDRAd,250,Location 3,Free Practice 1
29,8,93,39.34,45.864,34.862,101.2,918.7,2118.7,39.3,45.9,34.9,AS,MAHINDRAd,235,Location 3,Free Practice 1
29,9,83,30.761,32.364,27.9,133.5,1009.8,2209.8,30.8,32.4,27.9,AS,MAHINDRAd,250,Location 3,Free Practice 1
29,10,72,49.207,43.085,30.172,99.2,1132.2,2332.2,49.2,43.1,30.2,AS,MAHINDRAd,250,Location 3,Free Practice 1
29,11,102,30.503,32.613,28.832,132.2,1224.2,2424.2,30.5,32.6,28.8,AS,MAHINDRAd,250,Location 3,Free Practice 1
29,12,82,32.019,33.233,34.436,121.9,1323.9,2523.9,32,33.2,34.4,AS,MAHINDRAd,235,Location 3,Free Practice 1
29,13,97,382.1,38.222,29.074,27,1773.2,2973.2,382.1,38.2,29.1,AS,MAHINDRAd,235,Location 3,Free Practice 1
29,14,75,30.411,32.046,27.315,135.4,1863,3063,30.4,32,27.3,AS,MAHINDRAd,235,Location 3,Free Practice 1
29,15,73,49.184,40.898,29.506,101.6,1982.6,3182.6,49.2,40.9,29.5,AS,MAHINDRAd,235,Location 3,Free Practice 1
29,16,149,29.795,31.469,27.083,137.6,2070.9,3270.9,29.8,31.5,27.1,AS,MAHINDRAd,235,Location 3,Free Practice 1
29,17,87,31.128,37.855,35.436,116.4,2175.3,3375.3,31.1,37.9,35.4,AS,MAHINDRAd,235,Location 3,Free Practice 1
29,18,100,312.5,35.595,32.447,31.9,2555.9,155.9,312.5,35.6,32.4,AS,MAHINDRAd,235,Location 3,Free Practice 1
29,19,80,29.587,31.488,26.758,138.4,2643.7,243.7,29.6,31.5,26.8,AS,MAHINDRAd,235,Location 3,Free Practice 1
29,20,0,31.182,36.978,33.362,119.7,2745.3,345.3,31.2,37,33.4,AS,MAHINDRAd,235,Location 3,Free Practice 1
33,1,193,69,35.169,30.016,90.6,134.2,1334.2,69,35.2,30,RR,AR,235,Location 3,Free Practice 1
33,2,98,32.717,36.917,56.422,96.4,260.3,1460.3,32.7,36.9,56.4,RR,AR,235,Location 3,Free Practice 1
33,3,98,32.427,33.961,28.527,128,355.2,1555.2,32.4,34,28.5,RR,AR,235,Location 3,Free Practice 1
33,4,90,32.208,34.218,28.318,128.3,449.9,1649.9,32.2,34.2,28.3,RR,AR,235,Location 3,Free Practice 1
33,5,111,32.053,33.485,28.403,129.4,543.9,1743.9,32.1,33.5,28.4,RR,AR,235,Location 3,Free Practice 1
33,6,87,32.112,33.533,28.412,129.2,637.9,1837.9,32.1,33.5,28.4,RR,AR,250,Location 3,Free Practice 1
33,7,86,35.313,37.626,31.597,116.3,742.5,1942.5,35.3,37.6,31.6,RR,AR,250,Location 3,Free Practice 1
33,8,102,30.569,32.684,27.369,134.1,833.1,2033.1,30.6,32.7,27.4,RR,AR,235,Location 3,Free Practice 1
33,9,105,30.644,32.729,27.46,133.8,923.9,2123.9,30.6,32.7,27.5,RR,AR,250,Location 3,Free Practice 1
33,10,102,32.224,33.787,28.53,128.6,1018.5,2218.5,32.2,33.8,28.5,RR,AR,250,Location 3,Free Practice 1
33,11,70,31.99,33.519,28.216,129.7,1112.2,2312.2,32,33.5,28.2,RR,AR,250,Location 3,Free Practice 1
33,12,85,31.962,33.511,28.23,129.7,1205.9,2405.9,32,33.5,28.2,RR,AR,235,Location 3,Free Practice 1
33,13,93,31.952,33.65,32.025,124.5,1303.5,2503.5,32,33.6,32,RR,AR,235,Location 3,Free Practice 1
33,14,104,447.6,34.956,28.779,23.8,1814.9,3014.9,447.6,35,28.8,RR,AR,235,Location 3,Free Practice 1
33,15,98,32.723,36.391,33.938,117.9,1917.9,3117.9,32.7,36.4,33.9,RR,AR,235,Location 3,Free Practice 1
33,16,71,30.447,32.207,27.035,135.5,2007.6,3207.6,30.4,32.2,27,RR,AR,235,Location 3,Free Practice 1
33,17,92,32.538,34.51,33.084,121.4,2107.8,3307.8,32.5,34.5,33.1,RR,AR,235,Location 3,Free Practice 1
33,18,90,380.8,33.233,31.136,27.3,2553,153,380.8,33.2,31.1,RR,AR,235,Location 3,Free Practice 1
33,19,100,29.751,31.727,26.711,137.8,2641.2,241.2,29.8,31.7,26.7,RR,AR,235,Location 3,Free Practice 1
33,20,50,30.791,35.165,31.661,124.5,2738.8,338.8,30.8,35.2,31.7,RR,AR,235,Location 3,Free Practice 1
36,1,86,89.9,38.898,29.935,76.6,158.8,1358.8,89.9,38.9,29.9,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,2,75,35.048,67.3,28.504,92.9,289.6,1489.6,35,67.3,28.5,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,3,106,33.013,33.755,28.72,127.3,385.1,1585.1,33,33.8,28.7,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,4,74,32.046,33.275,28.489,129.6,478.9,1678.9,32,33.3,28.5,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,5,114,31.05,32.712,27.401,133.3,570.1,1770.1,31,32.7,27.4,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,6,67,30.884,32.499,27.52,133.7,661,1861,30.9,32.5,27.5,ALOTTE,TAG ,250,Location 3,Free Practice 1
36,7,95,40.804,37.674,28.759,113.3,768.2,1968.2,40.8,37.7,28.8,ALOTTE,TAG ,250,Location 3,Free Practice 1
36,8,117,30.97,32.46,27.343,133.9,859,2059,31,32.5,27.3,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,9,107,30.77,32.266,27.628,134.1,949.7,2149.7,30.8,32.3,27.6,ALOTTE,TAG ,250,Location 3,Free Practice 1
36,10,91,32.08,33.654,32.553,123.7,1048,2248,32.1,33.7,32.6,ALOTTE,TAG ,250,Location 3,Free Practice 1
36,11,129,468.9,34.761,29.389,22.8,1581,2781,468.9,34.8,29.4,ALOTTE,TAG ,250,Location 3,Free Practice 1
36,12,94,32.522,34.2,31.732,123.4,1679.5,2879.5,32.5,34.2,31.7,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,13,89,29.974,31.8,27.05,136.8,1768.3,2968.3,30,31.8,27.1,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,14,86,32.026,33.628,28.394,129.2,1862.3,3062.3,32,33.6,28.4,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,15,96,32.049,33.404,28.132,129.9,1955.9,3155.9,32,33.4,28.1,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,16,82,30.594,32.29,27.344,134.7,2046.1,3246.1,30.6,32.3,27.3,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,17,170,30.771,32.246,27.229,134.7,2136.4,3336.4,30.8,32.2,27.2,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,18,91,38.571,39.002,31.293,111.6,2245.3,3445.2,38.6,39,31.3,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,19,89,30.568,32.592,32.453,127.1,2340.9,3540.9,30.6,32.6,32.5,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,20,90,101.8,34.88,28.474,73.6,2506,106,101.8,34.9,28.5,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,21,86,32,32.76,40.514,115.4,2611.3,211.3,32,32.8,40.5,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,22,106,29.63,31.968,26.661,137.7,2699.5,299.5,29.6,32,26.7,ALOTTE,TAG ,235,Location 3,Free Practice 1
36,23,100,32.018,32.785,27.527,131.6,2791.9,391.9,32,32.8,27.5,ALOTTE,TAG ,235,Location 3,Free Practice 1
37,1,73,83.1,36.409,31.503,80.5,151,1351,83.1,36.4,31.5,N,EA,250,Location 3,Free Practice 1
37,2,94,31.763,62.7,29.691,97.9,275.1,1475.1,31.8,62.7,29.7,N,EA,235,Location 3,Free Practice 1
37,3,92,30.847,32.455,34.892,123.8,373.3,1573.3,30.8,32.5,34.9,N,EA,235,Location 3,Free Practice 1
37,4,127,104.4,34.515,29.441,72.2,541.6,1741.6,104.4,34.5,29.4,N,EA,235,Location 3,Free Practice 1
37,5,87,30.98,33.315,28.878,130.4,634.8,1834.8,31,33.3,28.9,N,EA,235,Location 3,Free Practice 1
37,6,94,30.657,32.584,27.727,133.6,725.8,1925.8,30.7,32.6,27.7,N,EA,235,Location 3,Free Practice 1
37,7,100,31.663,33.278,28.187,130.5,818.9,2018.9,31.7,33.3,28.2,N,EA,235,Location 3,Free Practice 1
37,8,87,32.659,34.442,28.762,126.8,914.8,2114.8,32.7,34.4,28.8,N,EA,235,Location 3,Free Practice 1
37,9,72,32.703,34.985,29.926,124.5,1012.4,2212.4,32.7,35,29.9,N,EA,250,Location 3,Free Practice 1
37,10,71,32.695,33.999,28.688,127.4,1107.8,2307.8,32.7,34,28.7,N,EA,250,Location 3,Free Practice 1
37,11,106,32.785,33.857,28.792,127.4,1203.2,2403.2,32.8,33.9,28.8,N,EA,235,Location 3,Free Practice 1
37,12,70,43.625,51.972,37.107,91.6,1335.9,2535.9,43.6,52,37.1,N,EA,235,Location 3,Free Practice 1
37,13,64,30.693,32.612,32.706,126.6,1431.9,2631.9,30.7,32.6,32.7,N,EA,235,Location 3,Free Practice 1
37,14,94,280.5,37.197,28.844,35.1,1778.5,2978.5,280.5,37.2,28.8,N,EA,235,Location 3,Free Practice 1
37,15,90,31.649,35.003,27.406,129.2,1872.5,3072.5,31.6,35,27.4,N,EA,235,Location 3,Free Practice 1
37,16,122,30.027,32.13,35.05,125,1969.8,3169.8,30,32.1,35,N,EA,235,Location 3,Free Practice 1
37,17,70,448.8,34.377,30.739,23.7,2483.6,83.6,448.8,34.4,30.7,N,EA,235,Location 3,Free Practice 1
37,18,93,29.519,31.501,27.009,138.1,2571.7,171.7,29.5,31.5,27,N,EA,235,Location 3,Free Practice 1
37,19,71,37.442,46.297,32.337,104.7,2687.8,287.8,37.4,46.3,32.3,N,EA,235,Location 3,Free Practice 1
37,20,86,32.021,33.412,28.447,129.5,2781.6,381.6,32,33.4,28.4,N,EA,235,Location 3,Free Practice 1
4,1,141,77.6,37.919,31.473,82.7,147,1347,77.6,37.9,31.5,RFRI,EF,235,Location 3,Free Practice 1
4,2,121,31.175,57.164,37.024,96.9,272.4,1472.4,31.2,57.2,37,RFRI,EF,235,Location 3,Free Practice 1
4,3,102,30.685,32.859,31.099,128.4,367,1567,30.7,32.9,31.1,RFRI,EF,235,Location 3,Free Practice 1
4,4,87,81,35.091,27.844,84.4,511,1711,81,35.1,27.8,RFRI,EF,235,Location 3,Free Practice 1
4,5,85,30.572,32.365,27.333,134.6,601.3,1801.3,30.6,32.4,27.3,RFRI,EF,235,Location 3,Free Practice 1
4,6,100,30.819,32.257,29.362,131.5,693.7,1893.7,30.8,32.3,29.4,RFRI,EF,250,Location 3,Free Practice 1
4,7,89,32.596,33.105,28.119,129.5,787.5,1987.5,32.6,33.1,28.1,RFRI,EF,250,Location 3,Free Practice 1
4,8,101,32.254,34.015,28.431,128.3,882.2,2082.2,32.3,34,28.4,RFRI,EF,250,Location 3,Free Practice 1
4,9,74,32.287,33.789,28.5,128.5,976.8,2176.8,32.3,33.8,28.5,RFRI,EF,250,Location 3,Free Practice 1
4,10,100,32.297,33.832,28.717,128.1,1071.6,2271.6,32.3,33.8,28.7,RFRI,EF,250,Location 3,Free Practice 1
4,11,90,32.086,33.731,28.35,129.1,1165.8,2365.8,32.1,33.7,28.4,RFRI,EF,235,Location 3,Free Practice 1
4,12,101,33.09,38.169,31.819,117.9,1268.9,2468.9,33.1,38.2,31.8,RFRI,EF,235,Location 3,Free Practice 1
4,13,76,31.041,32.614,33.71,124.8,1366.2,2566.2,31,32.6,33.7,RFRI,EF,235,Location 3,Free Practice 1
4,14,68,259.1,34.334,29.199,37.7,1688.9,2888.9,259.1,34.3,29.2,RFRI,EF,235,Location 3,Free Practice 1
4,15,85,32.742,37.659,33.038,117.5,1792.3,2992.3,32.7,37.7,33,RFRI,EF,235,Location 3,Free Practice 1
4,16,82,30.222,31.751,26.879,136.8,1881.2,3081.2,30.2,31.8,26.9,RFRI,EF,235,Location 3,Free Practice 1
4,17,84,31.939,33.559,32.537,124,1979.2,3179.2,31.9,33.6,32.5,RFRI,EF,235,Location 3,Free Practice 1
4,18,94,530.9,36.349,29.074,20.4,2575.6,175.6,530.9,36.3,29.1,RFRI,EF,235,Location 3,Free Practice 1
4,19,87,30.062,31.566,26.816,137.4,2664,264,30.1,31.6,26.8,RFRI,EF,235,Location 3,Free Practice 1
4,20,87,31.928,33.359,28.13,130.1,2757.4,357.4,31.9,33.4,28.1,RFRI,EF,235,Location 3,Free Practice 1
48,1,139,100.5,37.866,32.018,71.3,170.4,1370.4,100.5,37.9,32,EMORT,ROKo,235,Location 3,Free Practice 1
48,2,90,45.92,52.052,32.392,93.2,300.8,1500.8,45.9,52.1,32.4,EMORT,ROKo,235,Location 3,Free Practice 1
48,3,141,107.4,35.758,28.932,70.6,472.9,1672.9,107.4,35.8,28.9,EMORT,ROKo,235,Location 3,Free Practice 1
48,4,88,32.125,33.101,27.969,130.4,566.1,1766.1,32.1,33.1,28,EMORT,ROKo,235,Location 3,Free Practice 1
48,5,0,31.484,32.948,28.003,131.5,658.5,1858.5,31.5,32.9,28,EMORT,ROKo,235,Location 3,Free Practice 1
48,6,85,31.411,32.897,27.872,131.8,750.7,1950.7,31.4,32.9,27.9,EMORT,ROKo,250,Location 3,Free Practice 1
48,7,97,31.433,32.999,27.747,131.8,842.9,2042.9,31.4,33,27.7,EMORT,ROKo,250,Location 3,Free Practice 1
