NUMBER, DRIVER_NUMBER, LAP_NUMBER,LAP_TIME, LAP_IMPROVEMENT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,GROUP,TEAM,POWER,LOCATION,EVENT
10,1,10,88,0,41.346,0,40.925,0,30.476,0,107.8,1152.9,2352.9,41.3,40.9,30.5,SB,0,,JR,,Location 3,Free Practice 1
10,1,12,108,0,31.587,0,33.616,0,33.469,0,123.2,1342,2542,31.6,33.6,33.5,SB,0,,JR,,Location 3,Free Practice 1
10,1,13,90,0,390.7,0,35.583,0,30.411,0,26.6,1798.8,2998.8,390.7,35.6,30.4,SB,361.6,,JR,,Location 3,Free Practice 1
10,1,14,109,0,40.391,0,42.652,0,32.007,0,105.6,1913.8,3113.8,40.4,42.7,32,SB,0,,JR,250,Location 3,Free Practice 1
10,1,15,97,0,29.943,0,31.818,0,27.219,0,136.6,2002.8,3202.8,29.9,31.8,27.2,SB,0,,JR,235,Location 3,Free Practice 1
10,1,16,112,0,32.52,0,34.144,0,28.523,0,127.7,2098,3298,32.5,34.1,28.5,SB,0,,JR,235,Location 3,Free Practice 1
10,1,18,71,0,308,0,32.792,0,28.031,0,33,2563.8,163.8,308,32.8,28,SB,281.3,,JR,250,Location 3,Free Practice 1
10,1,19,81,2,29.622,2,31.491,2,26.942,2,138,2651.9,251.9,29.6,31.5,26.9,SB,0,,JR,250,Location 3,Free Practice 1
10,1,20,88,0,32.302,0,33.252,0,28.219,0,129.6,2745.7,345.7,32.3,33.3,28.2,SB,0,,JR,250,Location 3,Free Practice 1
11,1,1,86,0,71.6,0,35.851,0,28.743,0,89.2,136.2,1336.2,71.6,35.9,28.7,LGRA,36.2,,AD,,Location 3,Free Practice 1
11,1,2,103,0,31.644,0,36.488,0,60.6,0,94.4,264.9,1464.9,31.6,36.5,60.6,LGRA,0,,AD,,Location 3,Free Practice 1
11,1,3,84,0,82.9,0,34.96,0,29.224,0,82.6,412,1612,82.9,35,29.2,LGRA,52.4,,AD,,Location 3,Free Practice 1
11,1,4,87,0,33.201,0,33.921,0,28.835,0,126.7,508,1708,33.2,33.9,28.8,LGRA,0,,AD,,Location 3,Free Practice 1
11,1,5,120,0,32.511,0,34.05,0,28.394,0,128,602.9,1802.9,32.5,34.1,28.4,LGRA,0,,AD,,Location 3,Free Practice 1
11,1,6,90,0,32.081,0,33.465,0,28.417,0,129.3,696.9,1896.9,32.1,33.5,28.4,LGRA,0,,AD,,Location 3,Free Practice 1
11,1,7,99,0,32.344,0,35.991,0,30.014,0,123.6,795.2,1995.2,32.3,36,30,LGRA,0,,AD,,Location 3,Free Practice 1
11,1,8,199,0,30.912,0,33.136,0,27.979,0,132.1,887.3,2087.3,30.9,33.1,28,LGRA,0,,AD,,Location 3,Free Practice 1
11,1,9,89,0,30.683,0,42.965,0,38.534,0,108.3,999.4,2199.4,30.7,43,38.5,LGRA,0,,AD,,Location 3,Free Practice 1
11,1,10,90,0,30.654,0,32.468,0,27.779,0,133.7,1090.3,2290.3,30.7,32.5,27.8,LGRA,0,,AD,,Location 3,Free Practice 1
11,1,11,72,0,32.288,0,33.837,0,28.783,0,128.1,1185.3,2385.3,32.3,33.8,28.8,LGRA,0,,AD,,Location 3,Free Practice 1
11,1,12,72,0,32.328,0,34.047,0,32.643,0,122.7,1284.3,2484.3,32.3,34,32.6,LGRA,0,,AD,,Location 3,Free Practice 1
11,1,13,71,0,415,0,36.101,0,27.559,0,25.4,1762.9,2962.9,415,36.1,27.6,LGRA,386.5,,AD,,Location 3,Free Practice 1
11,1,14,130,0,31.543,0,34.783,0,29.857,0,126.4,1859.1,3059.1,31.5,34.8,29.9,LGRA,0,,AD,250,Location 3,Free Practice 1
11,1,15,88,0,30.143,0,32.171,0,27.188,0,135.8,1948.6,3148.6,30.1,32.2,27.2,LGRA,0,,AD,250,Location 3,Free Practice 1
11,1,16,85,0,33.073,0,33.444,0,33.135,0,122,2048.3,3248.3,33.1,33.4,33.1,LGRA,0,,AD,,Location 3,Free Practice 1
11,1,17,74,0,373,0,34.079,0,35.878,0,27.4,2491.2,91.2,373,34.1,35.9,LGRA,343.6,,AD,250,Location 3,Free Practice 1
11,1,18,93,2,29.584,2,31.815,2,27.128,2,137.3,2579.7,179.7,29.6,31.8,27.1,LGRA,0,,AD,250,Location 3,Free Practice 1
11,1,19,71,0,35.282,0,39.678,0,28.222,0,117.8,2682.9,282.9,35.3,39.7,28.2,LGRA,0,,AD,250,Location 3,Free Practice 1
11,1,20,108,0,30.408,0,32.217,0,27.618,0,134.7,2773.1,373.1,30.4,32.2,27.6,LGRA,0,,AD,,Location 3,Free Practice 1
13,1,1,73,0,55.974,0,35.897,0,29.173,0,100.4,121,1321,56,35.9,29.2,ACO,19.2,,DSo,,Location 3,Free Practice 1
13,1,2,83,0,33.206,0,33.801,0,56.278,0,98.6,244.3,1444.3,33.2,33.8,56.3,ACO,0,,DSo,,Location 3,Free Practice 1
13,1,3,72,0,36.498,0,33.351,0,28.568,0,123.5,342.7,1542.7,36.5,33.4,28.6,ACO,0,,DSo,,Location 3,Free Practice 1
13,1,4,70,0,31.938,0,33.941,0,28.513,0,128.8,437.1,1637.1,31.9,33.9,28.5,ACO,0,,DSo,,Location 3,Free Practice 1
13,1,5,100,0,32.392,0,33.464,0,28.538,0,128.8,531.5,1731.5,32.4,33.5,28.5,ACO,0,,DSo,,Location 3,Free Practice 1
13,1,6,70,0,31.881,0,33.439,0,28.43,0,129.6,625.3,1825.3,31.9,33.4,28.4,ACO,0,,DSo,,Location 3,Free Practice 1
13,1,7,88,0,38.891,0,38.521,0,34.379,0,108.7,737.1,1937.1,38.9,38.5,34.4,ACO,0,,DSo,,Location 3,Free Practice 1
13,1,8,84,0,30.66,0,32.468,0,27.623,0,133.9,827.8,2027.8,30.7,32.5,27.6,ACO,0,,DSo,,Location 3,Free Practice 1
13,1,9,119,0,43.536,0,41.538,0,32.187,0,103.6,945.1,2145.1,43.5,41.5,32.2,ACO,0,,DSo,,Location 3,Free Practice 1
13,1,10,93,0,30.511,0,32.288,0,27.561,0,134.5,1035.4,2235.4,30.5,32.3,27.6,ACO,0,,DSo,,Location 3,Free Practice 1
13,1,11,88,0,36.38,0,33.73,0,32.021,0,119,1137.6,2337.6,36.4,33.7,32,ACO,0,,DSo,,Location 3,Free Practice 1
13,1,12,118,0,467.6,0,35.825,0,30.012,0,22.8,1671,2871,467.6,35.8,30,ACO,435.7,,DSo,,Location 3,Free Practice 1
13,1,13,158,0,30.614,0,32.019,0,27.801,0,134.4,1761.5,2961.5,30.6,32,27.8,ACO,0,,DSo,,Location 3,Free Practice 1
13,1,14,77,0,43.375,0,38,0,29.229,0,109.9,1872.1,3072.1,43.4,38,29.2,ACO,0,,DSo,,Location 3,Free Practice 1
13,1,15,86,0,30.959,0,32.473,0,27.491,0,133.7,1963,3163,31,32.5,27.5,ACO,0,,DSo,,Location 3,Free Practice 1
13,1,16,96,0,41.312,0,43.099,0,29.393,0,106.8,2076.8,3276.8,41.3,43.1,29.4,ACO,0,,DSo,250,Location 3,Free Practice 1
13,1,17,106,0,29.821,0,31.993,0,27.091,0,136.7,2165.7,3365.7,29.8,32,27.1,ACO,0,,DSo,250,Location 3,Free Practice 1
13,1,18,93,0,32.441,0,35.868,0,34.792,0,117.9,2268.8,3468.8,32.4,35.9,34.8,ACO,0,,DSo,235,Location 3,Free Practice 1
13,1,19,90,0,107,0,37.341,0,29.22,0,70,2442.3,42.3,107,37.3,29.2,ACO,72.9,,DSo,250,Location 3,Free Practice 1
13,1,20,92,3,29.438,2,31.295,2,26.505,3,139.3,2529.5,129.5,29.4,31.3,26.5,ACO,0,,DSo,250,Location 3,Free Practice 1
13,1,21,91,0,33.81,0,49.685,0,34.214,0,103.3,2647.3,247.3,33.8,49.7,34.2,ACO,0,,DSo,250,Location 3,Free Practice 1
13,1,22,95,0,30.297,0,31.738,0,27.249,0,136.1,2736.5,336.5,30.3,31.7,27.2,ACO,0,,DSo,,Location 3,Free Practice 1
17,1,1,102,0,70.4,0,37.566,0,32.784,0,86.4,140.7,1340.7,70.4,37.6,32.8,NVR,34.7,,ME,,Location 3,Free Practice 1
17,1,2,100,0,31.715,0,41.23,0,53.732,0,95.9,267.4,1467.4,31.7,41.2,53.7,NVR,0,,ME,,Location 3,Free Practice 1
17,1,3,87,0,31.827,0,32.931,0,28.385,0,130.5,360.6,1560.6,31.8,32.9,28.4,NVR,0,,ME,,Location 3,Free Practice 1
17,1,4,103,0,31.599,0,32.999,0,28.352,0,130.8,453.5,1653.5,31.6,33,28.4,NVR,0,,ME,,Location 3,Free Practice 1
17,1,5,85,0,31.596,0,33.059,0,28.529,0,130.4,546.7,1746.7,31.6,33.1,28.5,NVR,0,,ME,,Location 3,Free Practice 1
17,1,6,81,0,31.609,0,32.981,0,28.535,0,130.5,639.8,1839.8,31.6,33,28.5,NVR,0,,ME,,Location 3,Free Practice 1
17,1,7,84,0,31.607,0,32.965,0,28.535,0,130.5,732.9,1932.9,31.6,33,28.5,NVR,0,,ME,,Location 3,Free Practice 1
17,1,8,183,0,31.641,0,33.167,0,28.243,0,130.6,826,2026,31.6,33.2,28.2,NVR,0,,ME,,Location 3,Free Practice 1
17,1,9,84,0,31.943,0,33.553,0,28.648,0,129.1,920.1,2120.1,31.9,33.6,28.6,NVR,0,,ME,,Location 3,Free Practice 1
17,1,10,113,0,31.881,0,33.429,0,28.651,0,129.3,1014.1,2214.1,31.9,33.4,28.7,NVR,0,,ME,,Location 3,Free Practice 1
17,1,11,48,0,31.814,0,34.73,0,33.709,0,121.2,1114.3,2314.3,31.8,34.7,33.7,NVR,0,,ME,,Location 3,Free Practice 1
17,1,12,109,0,274.1,0,34.111,0,30.795,0,35.8,1453.4,2653.4,274.1,34.1,30.8,NVR,246.5,,ME,,Location 3,Free Practice 1
17,1,13,136,0,30.485,0,32.22,0,27.409,0,134.9,1543.5,2743.5,30.5,32.2,27.4,NVR,0,,ME,,Location 3,Free Practice 1
17,1,14,109,0,36.679,0,40.962,0,34.587,0,108.3,1655.7,2855.7,36.7,41,34.6,NVR,0,,ME,250,Location 3,Free Practice 1
17,1,15,81,0,30.274,0,31.888,0,27.257,0,135.9,1745.1,2945.1,30.3,31.9,27.3,NVR,0,,ME,,Location 3,Free Practice 1
17,1,16,69,0,36.935,0,39.225,0,31.617,0,112.8,1852.9,3052.9,36.9,39.2,31.6,NVR,0,,ME,235,Location 3,Free Practice 1
17,1,17,108,0,29.739,0,31.482,0,26.883,0,137.9,1941,3141,29.7,31.5,26.9,NVR,0,,ME,235,Location 3,Free Practice 1
17,1,18,92,0,32.712,0,38.564,0,34.726,0,114.7,2047,3247,32.7,38.6,34.7,NVR,0,,ME,235,Location 3,Free Practice 1
17,1,19,106,0,112.9,0,34.825,0,28.902,0,68.8,2223.7,3423.7,112.9,34.8,28.9,NVR,82.1,,ME,,Location 3,Free Practice 1
17,1,20,86,0,31.871,0,33.108,0,29.507,0,128.6,2318.1,3518.1,31.9,33.1,29.5,NVR,0,,ME,250,Location 3,Free Practice 1
17,1,21,126,2,29.59,2,31.397,2,26.745,2,138.5,2405.9,5.9,29.6,31.4,26.7,NVR,0,,ME,250,Location 3,Free Practice 1
17,1,22,163,0,32.355,0,34.155,0,36.491,0,118,2508.9,108.9,32.4,34.2,36.5,NVR,0,,ME,250,Location 3,Free Practice 1
17,1,23,95,0,118.6,0,38.98,0,46.683,0,59.5,2713.2,313.2,118.6,39,46.7,NVR,84.4,,ME,,Location 3,Free Practice 1
20,1,1,157,0,83.4,0,36.75,0,29.431,0,81.2,149.6,1349.6,83.4,36.8,29.4,MEV,46.2,,JE,,Location 3,Free Practice 1
20,1,2,76,0,34.136,0,63.5,0,28.839,0,96.1,276.1,1476.1,34.1,63.5,28.8,MEV,0,,JE,,Location 3,Free Practice 1
20,1,3,82,0,32.158,0,33.546,0,32.636,0,123.6,374.4,1574.4,32.2,33.5,32.6,MEV,0,,JE,,Location 3,Free Practice 1
20,1,4,92,0,120.8,0,34.303,0,28.267,0,66.3,557.8,1757.8,120.8,34.3,28.3,MEV,91.5,,JE,,Location 3,Free Practice 1
20,1,5,84,0,32.374,0,33.392,0,27.956,0,129.7,651.6,1851.6,32.4,33.4,28,MEV,0,,JE,,Location 3,Free Practice 1
20,1,6,132,0,32.063,0,33.14,0,27.977,0,130.4,744.7,1944.7,32.1,33.1,28,MEV,0,,JE,,Location 3,Free Practice 1
20,1,7,110,0,34.315,0,41.294,0,30.787,0,114.2,851.1,2051.1,34.3,41.3,30.8,MEV,0,,JE,,Location 3,Free Practice 1
20,1,8,101,0,30.591,0,32.241,0,27.579,0,134.4,941.6,2141.6,30.6,32.2,27.6,MEV,0,,JE,,Location 3,Free Practice 1
20,1,9,73,0,37.28,0,37.857,0,29.727,0,115.9,1046.4,2246.4,37.3,37.9,29.7,MEV,0,,JE,,Location 3,Free Practice 1
20,1,10,71,0,30.496,0,32.675,0,27.609,0,133.9,1137.2,2337.2,30.5,32.7,27.6,MEV,0,,JE,,Location 3,Free Practice 1
20,1,11,128,0,32.066,0,33.547,0,31.825,0,124.7,1234.6,2434.6,32.1,33.5,31.8,MEV,0,,JE,,Location 3,Free Practice 1
20,1,12,84,0,509.4,0,36.138,0,28.745,0,21.2,1809,3009,509.4,36.1,28.7,MEV,480.3,,JE,235,Location 3,Free Practice 1
20,1,13,71,0,30.096,0,31.858,0,26.998,2,136.6,1897.9,3097.9,30.1,31.9,27,MEV,0,,JE,235,Location 3,Free Practice 1
20,1,14,90,0,32.334,0,33.625,0,28.675,0,128.4,1992.6,3192.6,32.3,33.6,28.7,MEV,0,,JE,235,Location 3,Free Practice 1
20,1,15,73,0,30.519,0,32.311,0,27.457,0,134.6,2082.8,3282.8,30.5,32.3,27.5,MEV,0,,JE,,Location 3,Free Practice 1
20,1,16,105,0,32.804,0,33.456,0,31.392,0,124.5,2180.5,3380.5,32.8,33.5,31.4,MEV,0,,JE,,Location 3,Free Practice 1
20,1,17,91,0,254.8,0,34.135,0,28.635,0,38.3,2498,98,254.8,34.1,28.6,MEV,226.7,,JE,,Location 3,Free Practice 1
20,1,18,78,0,31.714,0,33.337,0,32.556,0,124.5,2595.6,195.6,31.7,33.3,32.6,MEV,0,,JE,250,Location 3,Free Practice 1
20,1,19,68,2,29.782,2,31.514,2,27.001,0,137.6,2683.9,283.9,29.8,31.5,27,MEV,0,,JE,250,Location 3,Free Practice 1
20,1,20,125,0,31.502,0,39.053,0,30.306,0,120.5,2784.8,384.8,31.5,39.1,30.3,MEV,0,,JE,250,Location 3,Free Practice 1
22,1,1,71,0,59.592,0,37.657,0,29.198,0,96.1,126.4,1326.4,59.6,37.7,29.2,OROWL,23.5,,N ,,Location 3,Free Practice 1
22,1,2,72,0,31.795,0,33.044,0,57.552,0,99.3,248.8,1448.8,31.8,33,57.6,OROWL,0,,N ,,Location 3,Free Practice 1
22,1,3,185,0,32.882,0,32.958,0,27.629,0,130,342.3,1542.3,32.9,33,27.6,OROWL,0,,N ,,Location 3,Free Practice 1
22,1,4,73,0,30.761,0,32.232,0,27.479,0,134.3,432.8,1632.8,30.8,32.2,27.5,OROWL,0,,N ,,Location 3,Free Practice 1
22,1,5,89,0,31.829,0,33.453,0,28.589,0,129.5,526.6,1726.7,31.8,33.5,28.6,OROWL,0,,N ,,Location 3,Free Practice 1
22,1,6,111,0,32.051,0,33.383,0,28.472,0,129.4,620.6,1820.6,32.1,33.4,28.5,OROWL,0,,N ,,Location 3,Free Practice 1
22,1,7,73,0,32.127,0,33.386,0,28.466,0,129.3,714.5,1914.5,32.1,33.4,28.5,OROWL,0,,N ,,Location 3,Free Practice 1
22,1,8,106,0,32.11,0,33.363,0,28.31,0,129.6,808.3,2008.3,32.1,33.4,28.3,OROWL,0,,N ,,Location 3,Free Practice 1
22,1,9,80,0,32.096,0,33.446,0,28.268,0,129.6,902.1,2102.1,32.1,33.4,28.3,OROWL,0,,N ,,Location 3,Free Practice 1
22,1,10,108,0,36.849,0,39.783,0,31.674,0,112.2,1010.4,2210.4,36.8,39.8,31.7,OROWL,0,,N ,,Location 3,Free Practice 1
22,1,11,88,0,30.555,0,32.139,0,28.198,0,133.7,1101.3,2301.3,30.6,32.1,28.2,OROWL,0,,N ,,Location 3,Free Practice 1
22,1,12,73,0,35.088,0,35.558,0,29.669,0,121.2,1201.6,2401.6,35.1,35.6,29.7,OROWL,0,,N ,,Location 3,Free Practice 1
22,1,13,93,0,30.662,0,32.67,0,32.047,0,127.4,1297,2497,30.7,32.7,32,OROWL,0,,N ,,Location 3,Free Practice 1
22,1,14,121,0,227,0,35.511,0,30.027,0,41.6,1589.5,2789.5,227,35.5,30,OROWL,192.8,,N ,,Location 3,Free Practice 1
22,1,15,99,0,33.8,0,34.444,0,28.379,0,125.8,1686.1,2886.1,33.8,34.4,28.4,OROWL,0,,N ,235,Location 3,Free Practice 1
22,1,16,140,0,29.64,0,31.639,0,26.719,0,138.1,1774.1,2974.1,29.6,31.6,26.7,OROWL,0,,N ,250,Location 3,Free Practice 1
22,1,17,71,0,32.247,0,39.959,0,38.742,0,109.5,1885.1,3085.1,32.2,40,38.7,OROWL,0,,N ,235,Location 3,Free Practice 1
22,1,18,121,0,302.8,0,35.703,0,31.468,0,32.8,2255.1,3455.1,302.8,35.7,31.5,OROWL,270.5,,N ,250,Location 3,Free Practice 1
22,1,19,103,2,29.565,2,31.332,2,26.563,2,139,2342.5,3542.5,29.6,31.3,26.6,OROWL,0,,N ,250,Location 3,Free Practice 1
22,1,20,108,0,34.004,0,38.055,0,29.815,0,119.3,2444.4,44.4,34,38.1,29.8,OROWL,0,,N ,250,Location 3,Free Practice 1
22,1,21,99,0,34.474,0,37.298,0,29.706,0,119.8,2545.9,145.9,34.5,37.3,29.7,OROWL,0,,N ,,Location 3,Free Practice 1
22,1,22,85,0,30.555,0,32.428,0,27.415,0,134.4,2636.3,236.3,30.6,32.4,27.4,OROWL,0,,N ,,Location 3,Free Practice 1
22,1,23,101,0,34.235,0,33.639,0,27.613,0,127.3,2731.8,331.8,34.2,33.6,27.6,OROWL,0,,N ,,Location 3,Free Practice 1
23,1,1,74,0,60.3,0,37.412,0,29.318,0,95.7,127,1327,60.3,37.4,29.3,SBU,25.1,,Nt,,Location 3,Free Practice 1
23,1,2,74,0,31.894,0,34.421,0,59.9,0,96.3,253.2,1453.2,31.9,34.4,59.9,SBU,0,,Nt,,Location 3,Free Practice 1
23,1,3,93,0,31.04,0,32.543,0,27.919,0,132.8,344.7,1544.7,31,32.5,27.9,SBU,0,,Nt,,Location 3,Free Practice 1
23,1,4,103,0,30.956,0,33.978,0,30.246,0,127.7,439.9,1639.9,31,34,30.2,SBU,0,,Nt,,Location 3,Free Practice 1
23,1,5,85,0,31.941,0,33.395,0,28.18,0,130,533.4,1733.4,31.9,33.4,28.2,SBU,0,,Nt,,Location 3,Free Practice 1
23,1,6,93,0,32.001,0,33.324,0,28.235,0,129.9,627,1827,32,33.3,28.2,SBU,0,,Nt,,Location 3,Free Practice 1
23,1,7,99,0,32.038,0,33.359,0,28.17,0,129.9,720.6,1920.6,32,33.4,28.2,SBU,0,,Nt,,Location 3,Free Practice 1
23,1,8,68,0,31.949,0,33.323,0,28.237,0,130,814.1,2014.1,31.9,33.3,28.2,SBU,0,,Nt,,Location 3,Free Practice 1
23,1,9,70,0,32.048,0,36.448,0,31.792,0,121.2,914.4,2114.4,32,36.4,31.8,SBU,0,,Nt,,Location 3,Free Practice 1
23,1,10,74,0,30.689,0,32.579,0,27.979,0,133.2,1005.6,2205.6,30.7,32.6,28,SBU,0,,Nt,,Location 3,Free Practice 1
23,1,11,106,0,30.784,0,32.496,0,27.99,0,133.2,1096.9,2296.9,30.8,32.5,28,SBU,0,,Nt,,Location 3,Free Practice 1
23,1,12,78,0,32.918,0,34.927,0,35.504,0,117.6,1200.2,2400.2,32.9,34.9,35.5,SBU,0,,Nt,,Location 3,Free Practice 1
23,1,13,93,0,271.8,0,37.718,0,31.781,0,35.6,1541.5,2741.5,271.8,37.7,31.8,SBU,239.7,,Nt,,Location 3,Free Practice 1
23,1,14,95,0,36.627,0,38.032,0,36.927,0,108.9,1653.1,2853.1,36.6,38,36.9,SBU,0,,Nt,235,Location 3,Free Practice 1
23,1,15,154,0,30.097,0,31.703,0,26.608,0,137.5,1741.5,2941.5,30.1,31.7,26.6,SBU,0,,Nt,235,Location 3,Free Practice 1
23,1,16,79,0,33.495,0,35.083,0,34.471,0,117.9,1844.6,3044.6,33.5,35.1,34.5,SBU,0,,Nt,235,Location 3,Free Practice 1
23,1,17,124,0,268.5,0,41.613,0,29.861,0,35.7,2184.6,3384.6,268.5,41.6,29.9,SBU,236.5,,Nt,250,Location 3,Free Practice 1
23,1,18,90,2,29.618,2,31.449,2,26.507,2,138.8,2272.2,3472.2,29.6,31.4,26.5,SBU,0,,Nt,250,Location 3,Free Practice 1
23,1,19,73,0,36.878,0,39.264,0,33.873,0,110.5,2382.2,3582.2,36.9,39.3,33.9,SBU,0,,Nt,250,Location 3,Free Practice 1
23,1,20,99,0,30.622,0,32.288,0,27.224,0,134.8,2472.3,72.3,30.6,32.3,27.2,SBU,0,,Nt,,Location 3,Free Practice 1
23,1,21,93,0,45.79,0,45.984,0,35.652,0,95.4,2599.8,199.8,45.8,46,35.7,SBU,0,,Nt,,Location 3,Free Practice 1
23,1,22,199,0,30.581,0,32.08,0,27.119,0,135.4,2689.5,289.5,30.6,32.1,27.1,SBU,0,,Nt,,Location 3,Free Practice 1
23,1,23,146,0,37.029,0,40.684,0,34.39,0,108.4,2801.6,401.6,37,40.7,34.4,SBU,0,,Nt,,Location 3,Free Practice 1
25,1,1,109,0,56.892,0,35.716,0,29.263,0,99.7,121.9,1321.9,56.9,35.7,29.3,JVER,21.1,,DS,,Location 3,Free Practice 1
25,1,2,93,0,32.757,0,33.929,0,56.592,0,98.6,245.1,1445.1,32.8,33.9,56.6,JVER,0,,DS,,Location 3,Free Practice 1
25,1,3,97,0,36.233,0,33.953,0,28.06,0,123.7,343.4,1543.4,36.2,34,28.1,JVER,0,,DS,,Location 3,Free Practice 1
25,1,4,89,0,31.872,0,32.984,0,28.494,0,130.2,436.7,1636.7,31.9,33,28.5,JVER,0,,DS,,Location 3,Free Practice 1
25,1,5,84,0,32.492,0,33.358,0,28.469,0,128.9,531.1,1731.1,32.5,33.4,28.5,JVER,0,,DS,,Location 3,Free Practice 1
25,1,6,99,0,32.026,0,33.358,0,28.349,0,129.7,624.8,1824.8,32,33.4,28.3,JVER,0,,DS,,Location 3,Free Practice 1
25,1,7,72,0,37.332,0,43.084,0,33.786,0,106.4,739,1939,37.3,43.1,33.8,JVER,0,,DS,,Location 3,Free Practice 1
25,1,8,92,0,30.755,0,32.458,0,27.596,0,133.8,829.8,2029.8,30.8,32.5,27.6,JVER,0,,DS,,Location 3,Free Practice 1
25,1,9,85,0,47.174,0,48.817,0,30.636,0,96,956.4,2156.4,47.2,48.8,30.6,JVER,0,,DS,,Location 3,Free Practice 1
25,1,10,89,0,30.804,0,32.272,0,32.779,0,126.8,1052.3,2252.3,30.8,32.3,32.8,JVER,0,,DS,,Location 3,Free Practice 1
25,1,11,70,0,578.6,0,36.614,0,30.65,0,18.8,1698.2,2898.2,578.6,36.6,30.6,JVER,546.2,,DS,,Location 3,Free Practice 1
25,1,12,81,0,30.572,0,32.161,0,27.29,0,135,1788.2,2988.2,30.6,32.2,27.3,JVER,0,,DS,,Location 3,Free Practice 1
25,1,13,84,0,39.27,0,38.921,0,28.895,0,113.5,1895.3,3095.3,39.3,38.9,28.9,JVER,0,,DS,235,Location 3,Free Practice 1
25,1,14,87,0,29.9,0,31.711,0,27.398,0,136.5,1984.3,3184.3,29.9,31.7,27.4,JVER,0,,DS,250,Location 3,Free Practice 1
25,1,15,102,0,39.008,0,39.452,0,33.051,0,109,2095.8,3295.8,39,39.5,33.1,JVER,0,,DS,235,Location 3,Free Practice 1
25,1,16,108,0,30.621,0,32.295,0,32.477,0,127.4,2191.2,3391.2,30.6,32.3,32.5,JVER,0,,DS,,Location 3,Free Practice 1
25,1,17,96,0,333.1,0,34.173,0,29.286,0,30.6,2587.8,187.8,333.1,34.2,29.3,JVER,298.5,,DS,250,Location 3,Free Practice 1
25,1,18,81,2,29.562,2,31.269,3,26.644,2,138.9,2675.2,275.2,29.6,31.3,26.6,JVER,0,,DS,250,Location 3,Free Practice 1
25,1,19,124,0,33.531,0,33.681,0,29.508,0,125.7,2771.9,371.9,33.5,33.7,29.5,JVER,0,,DS,250,Location 3,Free Practice 1
27,1,1,162,0,65.6,0,36.277,0,29.837,0,92.3,131.7,1331.7,65.6,36.3,29.8,J,30.3,,BMWE,,Location 3,Free Practice 1
27,1,2,70,0,32.216,0,34.759,0,58.391,0,96.9,257.1,1457.1,32.2,34.8,58.4,J,0,,BMWE,,Location 3,Free Practice 1
27,1,3,96,0,31.871,0,33.401,0,29.551,0,128.2,351.9,1551.9,31.9,33.4,29.6,J,0,,BMWE,,Location 3,Free Practice 1
27,1,4,87,0,30.796,0,32.673,0,27.52,0,133.6,442.9,1642.9,30.8,32.7,27.5,J,0,,BMWE,,Location 3,Free Practice 1
27,1,5,73,0,30.657,0,33.031,0,31.116,0,128.2,537.7,1737.7,30.7,33,31.1,J,0,,BMWE,,Location 3,Free Practice 1
27,1,6,90,0,33.218,0,37.464,0,35.378,0,114.6,643.8,1843.8,33.2,37.5,35.4,J,0,,BMWE,,Location 3,Free Practice 1
27,1,7,115,0,30.71,0,32.724,0,27.75,0,133.3,734.9,1934.9,30.7,32.7,27.8,J,0,,BMWE,,Location 3,Free Practice 1
27,1,8,120,0,39.235,0,34.851,0,29.803,0,117,838.8,2038.8,39.2,34.9,29.8,J,0,,BMWE,,Location 3,Free Practice 1
27,1,9,86,0,30.561,0,32.433,0,27.566,0,134.2,929.4,2129.4,30.6,32.4,27.6,J,0,,BMWE,,Location 3,Free Practice 1
27,1,10,101,0,30.703,0,33.601,0,34.046,0,123.6,1027.7,2227.7,30.7,33.6,34,J,0,,BMWE,,Location 3,Free Practice 1
27,1,11,71,0,382,0,34.563,0,29.354,0,27.3,1473.6,2673.6,382,34.6,29.4,J,352.2,,BMWE,,Location 3,Free Practice 1
27,1,12,184,0,32.323,0,33.429,0,28.213,0,129.3,1567.6,2767.6,32.3,33.4,28.2,J,0,,BMWE,,Location 3,Free Practice 1
27,1,13,75,0,30.609,0,32.289,0,27.745,0,134.1,1658.2,2858.2,30.6,32.3,27.7,J,0,,BMWE,,Location 3,Free Practice 1
27,1,14,93,0,34.892,0,34.378,0,28.974,0,123.7,1756.5,2956.5,34.9,34.4,29,J,0,,BMWE,250,Location 3,Free Practice 1
27,1,15,74,0,29.956,0,32.063,0,27.019,0,136.5,1845.5,3045.5,30,32.1,27,J,0,,BMWE,250,Location 3,Free Practice 1
27,1,16,71,0,33.242,0,37.86,0,30.605,0,119.5,1947.2,3147.2,33.2,37.9,30.6,J,0,,BMWE,235,Location 3,Free Practice 1
27,1,17,83,0,30.602,0,32.542,0,34.024,0,125.1,2044.4,3244.4,30.6,32.5,34,J,0,,BMWE,,Location 3,Free Practice 1
27,1,18,81,0,402.4,0,34.085,0,32.864,0,25.9,2513.7,113.7,402.4,34.1,32.9,J,373.4,,BMWE,250,Location 3,Free Practice 1
27,1,19,92,2,29.793,2,31.434,2,26.582,2,138.4,2601.5,201.5,29.8,31.4,26.6,J,0,,BMWE,250,Location 3,Free Practice 1
